latitude,longitude,scan,track,acq_date,acq_time,satellite,instrument,confidence,daynight
41.235611,-73.350116,2556,5833,2025-01-10,1533,L9,OLI-2,H,D
42.256576,-73.323397,2557,2053,2025-01-10,1533,L9,OLI-2,M,D
41.235605,-73.349758,2557,5833,2025-01-10,1533,L9,OLI-2,H,D
41.142395,-73.295261,2716,6175,2025-01-10,1533,L9,OLI-2,H,D
41.142125,-73.295268,2716,6176,2025-01-10,1533,L9,OLI-2,H,D
41.181403,-73.28352,2746,6030,2025-01-10,1533,L9,OLI-2,H,D
41.281931,-73.230378,2887,5655,2025-01-10,1533,L9,OLI-2,H,D
41.18597,-73.142468,3140,6005,2025-01-10,1533,L9,OLI-2,H,D
41.185699,-73.142476,3140,6006,2025-01-10,1533,L9,OLI-2,H,D
41.185964,-73.142111,3141,6005,2025-01-10,1533,L9,OLI-2,H,D
40.928297,-73.10018,3279,6956,2025-01-10,1533,L9,OLI-2,H,D
41.859391,-73.064913,3301,3508,2025-01-10,1533,L9,OLI-2,H,D
41.396393,-73.040318,3408,5220,2025-01-10,1533,L9,OLI-2,H,D
41.574016,-72.998974,3508,4560,2025-01-10,1533,L9,OLI-2,H,D
40.96477,-72.988265,3590,6814,2025-01-10,1533,L9,OLI-2,H,D
41.691838,-72.93873,3665,4120,2025-01-10,1533,L9,OLI-2,H,D
41.303327,-72.940983,3693,5558,2025-01-10,1533,L9,OLI-2,H,D
42.338872,-72.891501,3737,1722,2025-01-10,1533,L9,OLI-2,H,D
41.77965,-72.908846,3740,3793,2025-01-10,1533,L9,OLI-2,H,D
41.899067,-72.893742,3771,3350,2025-01-10,1533,L9,OLI-2,H,D
41.387067,-72.909639,3773,5246,2025-01-10,1533,L9,OLI-2,H,D
41.485773,-72.899282,3793,4880,2025-01-10,1533,L9,OLI-2,H,D
41.291234,-72.899805,3809,5600,2025-01-10,1533,L9,OLI-2,M,D
42.205903,-72.845419,3876,2211,2025-01-10,1533,L9,OLI-2,H,D
39.850119,-74.204351,2606,393,2025-01-10,1534,L9,OLI-2,H,D
39.422963,-74.54208,1651,1980,2025-01-10,1534,L9,OLI-2,H,D
39.423234,-74.542078,1651,1979,2025-01-10,1534,L9,OLI-2,H,D
39.422965,-74.542429,1650,1980,2025-01-10,1534,L9,OLI-2,H,D
39.423235,-74.542427,1650,1979,2025-01-10,1534,L9,OLI-2,H,D
39.444129,-74.563209,1590,1902,2025-01-10,1534,L9,OLI-2,H,D
39.236069,-74.789753,942,2674,2025-01-10,1534,L9,OLI-2,L,D
42.498712,-98.097156,1230,6459,2025-01-10,1711,L9,OLI-2,H,D
42.498983,-98.097152,1230,6458,2025-01-10,1711,L9,OLI-2,H,D
42.499253,-98.097148,1230,6457,2025-01-10,1711,L9,OLI-2,H,D
42.498986,-98.097517,1229,6458,2025-01-10,1711,L9,OLI-2,L,D
42.498178,-98.097894,1228,6461,2025-01-10,1711,L9,OLI-2,H,D
42.498448,-98.09789,1228,6460,2025-01-10,1711,L9,OLI-2,H,D
42.498721,-98.098251,1227,6459,2025-01-10,1711,L9,OLI-2,H,D
42.329776,-96.518239,5573,6998,2025-01-10,1711,L9,OLI-2,H,D
42.329514,-96.518613,5572,6999,2025-01-10,1711,L9,OLI-2,H,D
42.329784,-96.518602,5572,6998,2025-01-10,1711,L9,OLI-2,H,D
42.80561,-97.255078,3513,5287,2025-01-10,1711,L9,OLI-2,M,D
42.805616,-97.255444,3512,5287,2025-01-10,1711,L9,OLI-2,H,D
42.805886,-97.255437,3512,5286,2025-01-10,1711,L9,OLI-2,M,D
42.805357,-97.256185,3510,5288,2025-01-10,1711,L9,OLI-2,M,D
42.805092,-97.25656,3509,5289,2025-01-10,1711,L9,OLI-2,H,D
42.805362,-97.256552,3509,5288,2025-01-10,1711,L9,OLI-2,H,D
42.805632,-97.256545,3509,5287,2025-01-10,1711,L9,OLI-2,H,D
42.805368,-97.256919,3508,5288,2025-01-10,1711,L9,OLI-2,H,D
42.805638,-97.256911,3508,5287,2025-01-10,1711,L9,OLI-2,M,D
42.697302,-97.292542,3419,5690,2025-01-10,1711,L9,OLI-2,H,D
42.697573,-97.292535,3419,5689,2025-01-10,1711,L9,OLI-2,H,D
42.649205,-97.443541,3010,5876,2025-01-10,1711,L9,OLI-2,L,D
42.838214,-97.625654,2501,5185,2025-01-10,1711,L9,OLI-2,H,D
42.839024,-97.625636,2501,5182,2025-01-10,1711,L9,OLI-2,H,D
42.839295,-97.62563,2501,5181,2025-01-10,1711,L9,OLI-2,H,D
42.839565,-97.625624,2501,5180,2025-01-10,1711,L9,OLI-2,H,D
42.839029,-97.626003,2500,5182,2025-01-10,1711,L9,OLI-2,H,D
42.839299,-97.625997,2500,5181,2025-01-10,1711,L9,OLI-2,H,D
42.840649,-97.625967,2500,5176,2025-01-10,1711,L9,OLI-2,M,D
42.836611,-97.627157,2497,5191,2025-01-10,1711,L9,OLI-2,H,D
42.836881,-97.627151,2497,5190,2025-01-10,1711,L9,OLI-2,M,D
42.837962,-97.627128,2497,5186,2025-01-10,1711,L9,OLI-2,L,D
42.838232,-97.627122,2497,5185,2025-01-10,1711,L9,OLI-2,H,D
42.836616,-97.627524,2496,5191,2025-01-10,1711,L9,OLI-2,H,D
42.838236,-97.627489,2496,5185,2025-01-10,1711,L9,OLI-2,H,D
42.575348,-97.743298,2195,6163,2025-01-10,1711,L9,OLI-2,H,D
42.575686,-97.749505,2178,6162,2025-01-10,1711,L9,OLI-2,H,D
42.575957,-97.7495,2178,6161,2025-01-10,1711,L9,OLI-2,L,D
42.789746,-97.861849,1860,5374,2025-01-10,1711,L9,OLI-2,L,D
42.790016,-97.861844,1860,5373,2025-01-10,1711,L9,OLI-2,H,D
42.789483,-97.862587,1858,5375,2025-01-10,1711,L9,OLI-2,H,D
42.789754,-97.862582,1858,5374,2025-01-10,1711,L9,OLI-2,H,D
42.790297,-97.862939,1857,5372,2025-01-10,1711,L9,OLI-2,L,D
42.790301,-97.863306,1856,5372,2025-01-10,1711,L9,OLI-2,L,D
42.489459,-97.875705,1837,6486,2025-01-10,1711,L9,OLI-2,H,D
42.489729,-97.8757,1837,6485,2025-01-10,1711,L9,OLI-2,H,D
43.087616,-97.934856,1647,4274,2025-01-10,1711,L9,OLI-2,H,D
43.087886,-97.934851,1647,4273,2025-01-10,1711,L9,OLI-2,H,D
43.08789,-97.93522,1646,4273,2025-01-10,1711,L9,OLI-2,H,D
43.341866,-98.031463,1374,3336,2025-01-10,1711,L9,OLI-2,L,D
43.011212,-98.063916,1300,4561,2025-01-10,1711,L9,OLI-2,H,D
42.497899,-98.096803,1231,6462,2025-01-10,1711,L9,OLI-2,L,D
42.49871,-98.096791,1231,6459,2025-01-10,1711,L9,OLI-2,L,D
42.49898,-98.096787,1231,6458,2025-01-10,1711,L9,OLI-2,H,D
40.702238,-98.476971,2670,2526,2025-01-10,1712,L9,OLI-2,H,D
39.717849,-99.164917,726,6172,2025-01-10,1712,L9,OLI-2,L,D
40.340444,-99.038559,1088,3869,2025-01-10,1712,L9,OLI-2,L,D
40.340174,-99.038559,1088,3870,2025-01-10,1712,L9,OLI-2,H,D
40.339903,-99.038559,1088,3871,2025-01-10,1712,L9,OLI-2,L,D
40.509633,-98.954026,1327,3243,2025-01-10,1712,L9,OLI-2,H,D
40.509363,-98.954026,1327,3244,2025-01-10,1712,L9,OLI-2,H,D
40.509633,-98.953672,1328,3243,2025-01-10,1712,L9,OLI-2,H,D
40.509363,-98.953672,1328,3244,2025-01-10,1712,L9,OLI-2,H,D
40.508822,-98.953318,1329,3246,2025-01-10,1712,L9,OLI-2,H,D
39.947442,-98.95019,1339,5323,2025-01-10,1712,L9,OLI-2,H,D
39.947442,-98.949839,1340,5323,2025-01-10,1712,L9,OLI-2,H,D
41.027434,-98.928331,1398,1327,2025-01-10,1712,L9,OLI-2,L,D
41.027434,-98.927974,1399,1327,2025-01-10,1712,L9,OLI-2,H,D
40.618221,-98.874505,1551,2841,2025-01-10,1712,L9,OLI-2,L,D
40.150279,-98.805982,1748,4572,2025-01-10,1712,L9,OLI-2,H,D
40.150009,-98.805982,1748,4573,2025-01-10,1712,L9,OLI-2,H,D
40.150008,-98.80563,1749,4573,2025-01-10,1712,L9,OLI-2,H,D
40.171083,-98.80099,1762,4495,2025-01-10,1712,L9,OLI-2,H,D
40.16973,-98.799937,1765,4500,2025-01-10,1712,L9,OLI-2,H,D
40.17081,-98.799581,1766,4496,2025-01-10,1712,L9,OLI-2,H,D
40.170539,-98.798877,1768,4497,2025-01-10,1712,L9,OLI-2,H,D
40.169998,-98.798879,1768,4499,2025-01-10,1712,L9,OLI-2,M,D
41.076707,-98.783284,1804,1144,2025-01-10,1712,L9,OLI-2,H,D
41.076707,-98.782927,1805,1144,2025-01-10,1712,L9,OLI-2,H,D
41.076437,-98.782928,1805,1145,2025-01-10,1712,L9,OLI-2,H,D
41.076976,-98.782569,1806,1143,2025-01-10,1712,L9,OLI-2,H,D
41.076706,-98.78257,1806,1144,2025-01-10,1712,L9,OLI-2,H,D
41.076436,-98.782571,1806,1145,2025-01-10,1712,L9,OLI-2,H,D
41.076166,-98.782572,1806,1146,2025-01-10,1712,L9,OLI-2,H,D
41.075895,-98.782573,1806,1147,2025-01-10,1712,L9,OLI-2,H,D
41.076435,-98.782214,1807,1145,2025-01-10,1712,L9,OLI-2,H,D
41.076165,-98.782214,1807,1146,2025-01-10,1712,L9,OLI-2,H,D
41.076435,-98.781856,1808,1145,2025-01-10,1712,L9,OLI-2,H,D
41.076164,-98.781857,1808,1146,2025-01-10,1712,L9,OLI-2,L,D
39.710172,-98.770822,1852,6200,2025-01-10,1712,L9,OLI-2,L,D
39.709901,-98.770823,1852,6201,2025-01-10,1712,L9,OLI-2,H,D
39.709631,-98.770824,1852,6202,2025-01-10,1712,L9,OLI-2,H,D
39.709901,-98.770473,1853,6201,2025-01-10,1712,L9,OLI-2,H,D
39.707738,-98.77048,1853,6209,2025-01-10,1712,L9,OLI-2,H,D
39.708008,-98.77013,1854,6208,2025-01-10,1712,L9,OLI-2,L,D
39.707737,-98.77013,1854,6209,2025-01-10,1712,L9,OLI-2,L,D
41.083566,-98.707186,2017,1118,2025-01-10,1712,L9,OLI-2,H,D
41.09113,-98.706081,2020,1090,2025-01-10,1712,L9,OLI-2,H,D
41.090859,-98.706082,2020,1091,2025-01-10,1712,L9,OLI-2,H,D
41.090319,-98.706084,2020,1093,2025-01-10,1712,L9,OLI-2,H,D
41.091129,-98.705724,2021,1090,2025-01-10,1712,L9,OLI-2,H,D
41.090858,-98.705725,2021,1091,2025-01-10,1712,L9,OLI-2,H,D
41.267581,-98.700635,2033,437,2025-01-10,1712,L9,OLI-2,L,D
41.26785,-98.700275,2034,436,2025-01-10,1712,L9,OLI-2,H,D
41.26758,-98.700277,2034,437,2025-01-10,1712,L9,OLI-2,H,D
41.267849,-98.699917,2035,436,2025-01-10,1712,L9,OLI-2,H,D
41.267579,-98.699918,2035,437,2025-01-10,1712,L9,OLI-2,H,D
41.259457,-98.694226,2051,467,2025-01-10,1712,L9,OLI-2,H,D
41.259187,-98.694227,2051,468,2025-01-10,1712,L9,OLI-2,H,D
41.258917,-98.694228,2051,469,2025-01-10,1712,L9,OLI-2,H,D
41.058132,-98.69516,2051,1212,2025-01-10,1712,L9,OLI-2,L,D
41.057861,-98.695161,2051,1213,2025-01-10,1712,L9,OLI-2,H,D
41.259456,-98.693868,2052,467,2025-01-10,1712,L9,OLI-2,H,D
41.259186,-98.693869,2052,468,2025-01-10,1712,L9,OLI-2,H,D
41.258916,-98.69387,2052,469,2025-01-10,1712,L9,OLI-2,H,D
41.058131,-98.694803,2052,1212,2025-01-10,1712,L9,OLI-2,H,D
41.05786,-98.694804,2052,1213,2025-01-10,1712,L9,OLI-2,H,D
41.057317,-98.693736,2055,1215,2025-01-10,1712,L9,OLI-2,H,D
41.057047,-98.693737,2055,1216,2025-01-10,1712,L9,OLI-2,H,D
41.057316,-98.693379,2056,1215,2025-01-10,1712,L9,OLI-2,H,D
41.057046,-98.69338,2056,1216,2025-01-10,1712,L9,OLI-2,H,D
39.734567,-98.684617,2098,6109,2025-01-10,1712,L9,OLI-2,H,D
39.734297,-98.684618,2098,6110,2025-01-10,1712,L9,OLI-2,H,D
41.094455,-98.63998,2205,1077,2025-01-10,1712,L9,OLI-2,L,D
40.444764,-98.56352,2431,3480,2025-01-10,1712,L9,OLI-2,L,D
40.444762,-98.563166,2432,3480,2025-01-10,1712,L9,OLI-2,H,D
41.159287,-98.555238,2441,836,2025-01-10,1712,L9,OLI-2,H,D
41.099337,-98.499912,2597,1057,2025-01-10,1712,L9,OLI-2,H,D
41.099067,-98.499914,2597,1058,2025-01-10,1712,L9,OLI-2,H,D
41.099336,-98.499555,2598,1057,2025-01-10,1712,L9,OLI-2,H,D
41.099065,-98.499557,2598,1058,2025-01-10,1712,L9,OLI-2,H,D
40.617388,-98.479761,2664,2840,2025-01-10,1712,L9,OLI-2,H,D
40.617118,-98.479763,2664,2841,2025-01-10,1712,L9,OLI-2,H,D
40.699814,-98.478765,2665,2535,2025-01-10,1712,L9,OLI-2,L,D
40.702506,-98.476614,2671,2525,2025-01-10,1712,L9,OLI-2,H,D
40.702236,-98.476616,2671,2526,2025-01-10,1712,L9,OLI-2,H,D
40.701966,-98.476618,2671,2527,2025-01-10,1712,L9,OLI-2,L,D
40.533548,-98.46695,2702,3150,2025-01-10,1712,L9,OLI-2,L,D
40.533277,-98.466952,2702,3151,2025-01-10,1712,L9,OLI-2,H,D
40.533546,-98.466596,2703,3150,2025-01-10,1712,L9,OLI-2,H,D
40.533276,-98.466598,2703,3151,2025-01-10,1712,L9,OLI-2,H,D
39.552636,-98.460568,2742,6779,2025-01-10,1712,L9,OLI-2,L,D
39.552365,-98.46057,2742,6780,2025-01-10,1712,L9,OLI-2,H,D
39.552364,-98.46022,2743,6780,2025-01-10,1712,L9,OLI-2,H,D
41.230315,-98.423386,2808,571,2025-01-10,1712,L9,OLI-2,L,D
40.555861,-98.388463,2923,3066,2025-01-10,1712,L9,OLI-2,H,D
40.891405,-98.366866,2975,1824,2025-01-10,1712,L9,OLI-2,L,D
40.891135,-98.366869,2975,1825,2025-01-10,1712,L9,OLI-2,H,D
40.890864,-98.366871,2975,1826,2025-01-10,1712,L9,OLI-2,L,D
40.452105,-98.344119,3051,3449,2025-01-10,1712,L9,OLI-2,L,D
41.075197,-98.32368,3091,1143,2025-01-10,1712,L9,OLI-2,H,D
41.075465,-98.323321,3092,1142,2025-01-10,1712,L9,OLI-2,H,D
41.075195,-98.323323,3092,1143,2025-01-10,1712,L9,OLI-2,H,D
41.075193,-98.322966,3093,1143,2025-01-10,1712,L9,OLI-2,L,D
39.52091,-98.33691,3097,6894,2025-01-10,1712,L9,OLI-2,L,D
39.520099,-98.336918,3097,6897,2025-01-10,1712,L9,OLI-2,H,D
39.519829,-98.33692,3097,6898,2025-01-10,1712,L9,OLI-2,H,D
40.411179,-98.324009,3109,3600,2025-01-10,1712,L9,OLI-2,H,D
40.411177,-98.323656,3110,3600,2025-01-10,1712,L9,OLI-2,H,D
41.084544,-98.305012,3143,1108,2025-01-10,1712,L9,OLI-2,M,D
40.811181,-98.281551,3217,2119,2025-01-10,1712,L9,OLI-2,H,D
40.811449,-98.281192,3218,2118,2025-01-10,1712,L9,OLI-2,H,D
40.811179,-98.281195,3218,2119,2025-01-10,1712,L9,OLI-2,H,D
39.779456,-98.268924,3284,5936,2025-01-10,1712,L9,OLI-2,L,D
39.781346,-98.268554,3285,5929,2025-01-10,1712,L9,OLI-2,H,D
39.781075,-98.268557,3285,5930,2025-01-10,1712,L9,OLI-2,H,D
39.779724,-98.268571,3285,5935,2025-01-10,1712,L9,OLI-2,H,D
39.779454,-98.268574,3285,5936,2025-01-10,1712,L9,OLI-2,H,D
39.779722,-98.268221,3286,5935,2025-01-10,1712,L9,OLI-2,L,D
39.779451,-98.268224,3286,5936,2025-01-10,1712,L9,OLI-2,H,D
39.777825,-98.26754,3288,5942,2025-01-10,1712,L9,OLI-2,H,D
39.777555,-98.267543,3288,5943,2025-01-10,1712,L9,OLI-2,H,D
39.777553,-98.267193,3289,5943,2025-01-10,1712,L9,OLI-2,L,D
39.784848,-98.266765,3290,5916,2025-01-10,1712,L9,OLI-2,H,D
40.81204,-98.246683,3315,2115,2025-01-10,1712,L9,OLI-2,H,D
40.987686,-98.244331,3316,1465,2025-01-10,1712,L9,OLI-2,L,D
40.987415,-98.244334,3316,1466,2025-01-10,1712,L9,OLI-2,L,D
40.402844,-98.24384,3336,3629,2025-01-10,1712,L9,OLI-2,H,D
40.402574,-98.243843,3336,3630,2025-01-10,1712,L9,OLI-2,H,D
40.402842,-98.243486,3337,3629,2025-01-10,1712,L9,OLI-2,H,D
40.402572,-98.243489,3337,3630,2025-01-10,1712,L9,OLI-2,H,D
40.40284,-98.243133,3338,3629,2025-01-10,1712,L9,OLI-2,H,D
39.494331,-98.156438,3615,6988,2025-01-10,1712,L9,OLI-2,L,D
40.279701,-98.142169,3628,4082,2025-01-10,1712,L9,OLI-2,L,D
40.039954,-98.105445,3741,4968,2025-01-10,1712,L9,OLI-2,H,D
40.039684,-98.105448,3741,4969,2025-01-10,1712,L9,OLI-2,H,D
40.039951,-98.105093,3742,4968,2025-01-10,1712,L9,OLI-2,M,D
40.039681,-98.105097,3742,4969,2025-01-10,1712,L9,OLI-2,H,D
40.010905,-98.055208,3885,5074,2025-01-10,1712,L9,OLI-2,L,D
40.010634,-98.055211,3885,5075,2025-01-10,1712,L9,OLI-2,H,D
40.010632,-98.05486,3886,5075,2025-01-10,1712,L9,OLI-2,H,D
40.581353,-98.042975,3897,2963,2025-01-10,1712,L9,OLI-2,L,D
40.577299,-98.043032,3897,2978,2025-01-10,1712,L9,OLI-2,L,D
40.577567,-98.042674,3898,2977,2025-01-10,1712,L9,OLI-2,H,D
40.577296,-98.042678,3898,2978,2025-01-10,1712,L9,OLI-2,H,D
40.577026,-98.042682,3898,2979,2025-01-10,1712,L9,OLI-2,H,D
40.206474,-98.041217,3917,4350,2025-01-10,1712,L9,OLI-2,M,D
40.206742,-98.040861,3918,4349,2025-01-10,1712,L9,OLI-2,L,D
40.206471,-98.040865,3918,4350,2025-01-10,1712,L9,OLI-2,H,D
40.206201,-98.040869,3918,4351,2025-01-10,1712,L9,OLI-2,M,D
40.599922,-98.033491,3923,2894,2025-01-10,1712,L9,OLI-2,H,D
40.599652,-98.033495,3923,2895,2025-01-10,1712,L9,OLI-2,L,D
40.582627,-98.03374,3923,2958,2025-01-10,1712,L9,OLI-2,H,D
40.582357,-98.033744,3923,2959,2025-01-10,1712,L9,OLI-2,H,D
40.582624,-98.033386,3924,2958,2025-01-10,1712,L9,OLI-2,H,D
40.582354,-98.033389,3924,2959,2025-01-10,1712,L9,OLI-2,H,D
39.448701,-98.024848,3994,7153,2025-01-10,1712,L9,OLI-2,L,D
39.448698,-98.024499,3995,7153,2025-01-10,1712,L9,OLI-2,H,D
40.842574,-97.966988,4100,1994,2025-01-10,1712,L9,OLI-2,L,D
40.842304,-97.966992,4100,1995,2025-01-10,1712,L9,OLI-2,H,D
40.842571,-97.966632,4101,1994,2025-01-10,1712,L9,OLI-2,H,D
40.842301,-97.966636,4101,1995,2025-01-10,1712,L9,OLI-2,H,D
40.842031,-97.96664,4101,1996,2025-01-10,1712,L9,OLI-2,H,D
39.812251,-97.96155,4160,5806,2025-01-10,1712,L9,OLI-2,L,D
39.415727,-97.932957,4259,7272,2025-01-10,1712,L9,OLI-2,H,D
39.417339,-97.931887,4262,7266,2025-01-10,1712,L9,OLI-2,L,D
39.780933,-97.878293,4399,5919,2025-01-10,1712,L9,OLI-2,L,D
39.780662,-97.878297,4399,5920,2025-01-10,1712,L9,OLI-2,L,D
39.556405,-97.859919,4462,6749,2025-01-10,1712,L9,OLI-2,H,D
39.556135,-97.859923,4462,6750,2025-01-10,1712,L9,OLI-2,L,D
39.558563,-97.859534,4463,6741,2025-01-10,1712,L9,OLI-2,H,D
41.147282,-97.813857,4515,861,2025-01-10,1712,L9,OLI-2,H,D
41.147012,-97.813862,4515,862,2025-01-10,1712,L9,OLI-2,H,D
41.146742,-97.813867,4515,863,2025-01-10,1712,L9,OLI-2,H,D
41.148089,-97.813485,4516,858,2025-01-10,1712,L9,OLI-2,H,D
41.147819,-97.81349,4516,859,2025-01-10,1712,L9,OLI-2,H,D
41.147549,-97.813495,4516,860,2025-01-10,1712,L9,OLI-2,H,D
41.147279,-97.8135,4516,861,2025-01-10,1712,L9,OLI-2,H,D
41.147009,-97.813505,4516,862,2025-01-10,1712,L9,OLI-2,H,D
40.532362,-97.777306,4649,3135,2025-01-10,1712,L9,OLI-2,M,D
40.536332,-97.769441,4671,3120,2025-01-10,1712,L9,OLI-2,H,D
39.578586,-97.781661,4685,6664,2025-01-10,1712,L9,OLI-2,L,D
40.53543,-97.760956,4695,3123,2025-01-10,1712,L9,OLI-2,H,D
40.53516,-97.760961,4695,3124,2025-01-10,1712,L9,OLI-2,H,D
40.536774,-97.760223,4697,3118,2025-01-10,1712,L9,OLI-2,L,D
40.536226,-97.759525,4699,3120,2025-01-10,1712,L9,OLI-2,H,D
39.727695,-97.747186,4776,6111,2025-01-10,1712,L9,OLI-2,L,D
39.731455,-97.745017,4782,6097,2025-01-10,1712,L9,OLI-2,L,D
39.400858,-97.743299,4804,7320,2025-01-10,1712,L9,OLI-2,H,D
39.400587,-97.743303,4804,7321,2025-01-10,1712,L9,OLI-2,H,D
39.400317,-97.743308,4804,7322,2025-01-10,1712,L9,OLI-2,H,D
39.400047,-97.743313,4804,7323,2025-01-10,1712,L9,OLI-2,L,D
39.400043,-97.742965,4805,7323,2025-01-10,1712,L9,OLI-2,H,D
39.399773,-97.74297,4805,7324,2025-01-10,1712,L9,OLI-2,H,D
40.026151,-97.72768,4816,5006,2025-01-10,1712,L9,OLI-2,L,D
40.638602,-97.635237,5044,2736,2025-01-10,1712,L9,OLI-2,H,D
40.541994,-97.57981,5206,3091,2025-01-10,1712,L9,OLI-2,M,D
40.541724,-97.579816,5206,3092,2025-01-10,1712,L9,OLI-2,L,D
40.140354,-97.577645,5236,4577,2025-01-10,1712,L9,OLI-2,H,D
40.14035,-97.577293,5237,4577,2025-01-10,1712,L9,OLI-2,L,D
40.16096,-97.561011,5282,4500,2025-01-10,1712,L9,OLI-2,H,D
40.160689,-97.561016,5282,4501,2025-01-10,1712,L9,OLI-2,H,D
40.160955,-97.560658,5283,4500,2025-01-10,1712,L9,OLI-2,H,D
40.160685,-97.560664,5283,4501,2025-01-10,1712,L9,OLI-2,H,D
40.663687,-97.521513,5363,2638,2025-01-10,1712,L9,OLI-2,H,D
39.653808,-97.531372,5397,6375,2025-01-10,1712,L9,OLI-2,H,D
39.65398,-97.523676,5419,6374,2025-01-10,1712,L9,OLI-2,H,D
39.65371,-97.523681,5419,6375,2025-01-10,1712,L9,OLI-2,H,D
39.653976,-97.523326,5420,6374,2025-01-10,1712,L9,OLI-2,H,D
39.653706,-97.523332,5420,6375,2025-01-10,1712,L9,OLI-2,H,D
40.086838,-97.471436,5541,4770,2025-01-10,1712,L9,OLI-2,L,D
40.087104,-97.471078,5542,4769,2025-01-10,1712,L9,OLI-2,L,D
40.086834,-97.471084,5542,4770,2025-01-10,1712,L9,OLI-2,H,D
40.087607,-97.468252,5550,4767,2025-01-10,1712,L9,OLI-2,H,D
40.087337,-97.468258,5550,4768,2025-01-10,1712,L9,OLI-2,H,D
40.087602,-97.4679,5551,4767,2025-01-10,1712,L9,OLI-2,H,D
40.087332,-97.467906,5551,4768,2025-01-10,1712,L9,OLI-2,H,D
40.274692,-97.452394,5583,4074,2025-01-10,1712,L9,OLI-2,H,D
40.272247,-97.451391,5586,4083,2025-01-10,1712,L9,OLI-2,H,D
40.271702,-97.451051,5587,4085,2025-01-10,1712,L9,OLI-2,H,D
40.272507,-97.450679,5588,4082,2025-01-10,1712,L9,OLI-2,L,D
40.272237,-97.450686,5588,4083,2025-01-10,1712,L9,OLI-2,H,D
40.272503,-97.450327,5589,4082,2025-01-10,1712,L9,OLI-2,L,D
40.272232,-97.450333,5589,4083,2025-01-10,1712,L9,OLI-2,H,D
40.273308,-97.449955,5590,4079,2025-01-10,1712,L9,OLI-2,L,D
40.273038,-97.449962,5590,4080,2025-01-10,1712,L9,OLI-2,H,D
40.274655,-97.449572,5591,4074,2025-01-10,1712,L9,OLI-2,L,D
40.273844,-97.44959,5591,4077,2025-01-10,1712,L9,OLI-2,H,D
40.273574,-97.449597,5591,4078,2025-01-10,1712,L9,OLI-2,H,D
40.273304,-97.449603,5591,4079,2025-01-10,1712,L9,OLI-2,H,D
40.273034,-97.449609,5591,4080,2025-01-10,1712,L9,OLI-2,H,D
40.27492,-97.449213,5592,4073,2025-01-10,1712,L9,OLI-2,H,D
40.27465,-97.449219,5592,4074,2025-01-10,1712,L9,OLI-2,H,D
40.27438,-97.449225,5592,4075,2025-01-10,1712,L9,OLI-2,L,D
40.182716,-97.446029,5607,4414,2025-01-10,1712,L9,OLI-2,H,D
40.182446,-97.446035,5607,4415,2025-01-10,1712,L9,OLI-2,H,D
40.182712,-97.445677,5608,4414,2025-01-10,1712,L9,OLI-2,H,D
40.182442,-97.445683,5608,4415,2025-01-10,1712,L9,OLI-2,L,D
40.305406,-97.425217,5658,3959,2025-01-10,1712,L9,OLI-2,L,D
40.305136,-97.425223,5658,3960,2025-01-10,1712,L9,OLI-2,H,D
40.30324,-97.424914,5659,3967,2025-01-10,1712,L9,OLI-2,H,D
41.024868,-97.390714,5707,1295,2025-01-10,1712,L9,OLI-2,H,D
40.597446,-97.340384,5878,2874,2025-01-10,1712,L9,OLI-2,L,D
40.597711,-97.340023,5879,2873,2025-01-10,1712,L9,OLI-2,H,D
40.597441,-97.34003,5879,2874,2025-01-10,1712,L9,OLI-2,H,D
40.597171,-97.340037,5879,2875,2025-01-10,1712,L9,OLI-2,H,D
40.597706,-97.339669,5880,2873,2025-01-10,1712,L9,OLI-2,H,D
40.597436,-97.339676,5880,2874,2025-01-10,1712,L9,OLI-2,H,D
40.597166,-97.339682,5880,2875,2025-01-10,1712,L9,OLI-2,L,D
40.09932,-97.300466,6026,4715,2025-01-10,1712,L9,OLI-2,H,D
40.09905,-97.300472,6026,4716,2025-01-10,1712,L9,OLI-2,H,D
39.859484,-97.293422,6063,5602,2025-01-10,1712,L9,OLI-2,L,D
39.859213,-97.293429,6063,5603,2025-01-10,1712,L9,OLI-2,H,D
40.340797,-97.272875,6087,3820,2025-01-10,1712,L9,OLI-2,L,D
40.340792,-97.272522,6088,3820,2025-01-10,1712,L9,OLI-2,H,D
40.498015,-97.268141,6089,3238,2025-01-10,1712,L9,OLI-2,L,D
40.497745,-97.268148,6089,3239,2025-01-10,1712,L9,OLI-2,H,D
40.497474,-97.268154,6089,3240,2025-01-10,1712,L9,OLI-2,L,D
40.498009,-97.267787,6090,3238,2025-01-10,1712,L9,OLI-2,H,D
40.497739,-97.267794,6090,3239,2025-01-10,1712,L9,OLI-2,H,D
40.497469,-97.267801,6090,3240,2025-01-10,1712,L9,OLI-2,H,D
40.497199,-97.267808,6090,3241,2025-01-10,1712,L9,OLI-2,H,D
40.498004,-97.267433,6091,3238,2025-01-10,1712,L9,OLI-2,L,D
40.497734,-97.26744,6091,3239,2025-01-10,1712,L9,OLI-2,H,D
40.338832,-97.267981,6101,3827,2025-01-10,1712,L9,OLI-2,H,D
40.338827,-97.267627,6102,3827,2025-01-10,1712,L9,OLI-2,H,D
39.361302,-97.272535,6158,7444,2025-01-10,1712,L9,OLI-2,L,D
39.361032,-97.272541,6158,7445,2025-01-10,1712,L9,OLI-2,H,D
